Date,Time,Party Size,Guest Name,Status,Table,Server,Turn Time (min),Tags
7/3/2026,9:00 PM,2,Kim Party,Completed,11,Tom,83,Anniversary
7/3/2026,7:30 PM,4,Kim Party,Completed,8,Dana,89,Birthday
7/3/2026,9:15 PM,2,Brandt Party,Completed,7,Priya,77,
7/3/2026,8:15 PM,4,Hayes Party,Completed,7,Priya,108,Birthday
7/3/2026,5:30 PM,3,Brandt Party,Completed,4,Tom,85,Regular
7/3/2026,7:00 PM,4,Marsh Party,Completed,5,Jules,108,Anniversary
7/3/2026,8:00 PM,2,Okafor Party,Completed,10,Dana,77,
7/3/2026,8:15 PM,2,Nguyen Party,Completed,9,Jules,79,Birthday
7/3/2026,5:00 PM,2,Garcia Party,Completed,13,Marco,90,
7/3/2026,9:00 PM,2,Marsh Party,Completed,7,Tom,103,
7/3/2026,9:30 PM,4,Hayes Party,Completed,5,Priya,84,
7/4/2026,6:00 PM,4,Hayes Party,Completed,9,Priya,99,Anniversary
7/4/2026,9:00 PM,2,Okafor Party,Completed,13,Priya,97,
7/4/2026,9:15 PM,4,Marsh Party,Completed,4,Priya,107,VIP
7/4/2026,7:15 PM,3,Duval Party,Completed,7,Dana,104,Window request
7/4/2026,7:45 PM,2,Fischer Party,Completed,8,Priya,100,Birthday
7/4/2026,6:00 PM,3,Duval Party,No Show,6,Dana,,
7/4/2026,9:15 PM,2,Hayes Party,Completed,2,Dana,88,
7/4/2026,8:30 PM,2,Garcia Party,Completed,10,Tom,97,
7/4/2026,8:30 PM,4,Marsh Party,Completed,4,Dana,84,
7/4/2026,9:15 PM,2,Nguyen Party,Completed,8,Priya,85,Window request
7/4/2026,9:00 PM,2,Garcia Party,Completed,10,Tom,103,
7/4/2026,7:45 PM,4,Lee Party,Completed,6,Priya,86,
7/4/2026,7:45 PM,2,Hayes Party,Completed,5,Jules,104,
7/4/2026,6:00 PM,4,Nguyen Party,Completed,6,Marco,101,
7/4/2026,5:00 PM,4,Lee Party,Completed,2,Jules,73,Window request
7/4/2026,7:45 PM,3,Lee Party,Cancelled,11,Dana,,
7/5/2026,8:00 PM,4,Lee Party,Completed,6,Priya,94,Window request
7/5/2026,7:30 PM,4,Smith Party,Completed,3,Tom,80,VIP
7/5/2026,7:45 PM,3,Kim Party,Completed,13,Tom,81,
7/5/2026,7:30 PM,4,Smith Party,Completed,6,Jules,87,
7/5/2026,7:30 PM,4,Fischer Party,Completed,8,Priya,87,
7/5/2026,7:00 PM,5,Lee Party,Completed,8,Jules,83,
7/5/2026,7:00 PM,2,Marsh Party,Completed,7,Tom,95,Window request
7/5/2026,9:45 PM,3,Brandt Party,Completed,10,Priya,107,Anniversary
7/5/2026,7:15 PM,4,Brandt Party,Completed,12,Tom,99,
7/5/2026,6:15 PM,5,Fischer Party,Completed,3,Priya,102,
7/5/2026,7:00 PM,4,Ortiz Party,Completed,10,Jules,84,Regular
7/5/2026,8:30 PM,2,Nguyen Party,Completed,10,Priya,108,
7/5/2026,5:30 PM,6,Kim Party,Completed,7,Marco,89,
7/5/2026,8:15 PM,3,Brandt Party,Completed,3,Priya,86,
7/7/2026,8:30 PM,2,Ortiz Party,Completed,5,Marco,102,Anniversary
7/7/2026,7:45 PM,3,Duval Party,Completed,9,Marco,105,
7/7/2026,9:30 PM,3,Marsh Party,Completed,11,Tom,99,
7/7/2026,6:15 PM,4,Lee Party,Completed,10,Tom,79,
7/7/2026,8:45 PM,2,Duval Party,Completed,11,Jules,86,VIP
7/7/2026,5:00 PM,2,Lee Party,No Show,10,Dana,,
7/7/2026,5:45 PM,2,Smith Party,Completed,6,Marco,102,
7/7/2026,9:30 PM,2,Lee Party,Completed,2,Dana,110,
7/8/2026,6:00 PM,2,Brandt Party,Completed,13,Marco,95,Birthday
7/8/2026,5:30 PM,2,Nguyen Party,Completed,8,Jules,115,
7/8/2026,6:15 PM,3,Fischer Party,Completed,9,Marco,86,Birthday
7/8/2026,7:30 PM,4,Smith Party,Completed,2,Dana,96,
7/8/2026,5:00 PM,8,Lee Party,Completed,2,Marco,121,Birthday
7/8/2026,7:45 PM,2,Okafor Party,Completed,4,Tom,88,Regular
7/9/2026,8:15 PM,4,Fischer Party,Completed,13,Priya,83,
7/9/2026,8:00 PM,4,Lee Party,Completed,13,Tom,70,Regular
7/9/2026,5:45 PM,8,Fischer Party,Completed,13,Priya,89,
7/9/2026,5:15 PM,2,Hayes Party,Cancelled,3,Priya,,Window request
7/9/2026,8:45 PM,4,Brandt Party,Cancelled,3,Priya,,
7/9/2026,5:15 PM,4,Nguyen Party,Completed,5,Jules,119,
7/9/2026,8:30 PM,2,Fischer Party,Completed,12,Dana,83,
7/9/2026,8:45 PM,6,Kim Party,Completed,9,Priya,98,
7/9/2026,8:45 PM,3,Fischer Party,Completed,4,Jules,100,Regular
7/9/2026,9:30 PM,4,Duval Party,Completed,8,Dana,81,VIP
7/9/2026,5:45 PM,2,Kim Party,Completed,7,Tom,111,
7/10/2026,8:00 PM,4,Okafor Party,No Show,13,Priya,,
7/10/2026,6:00 PM,2,Kim Party,Completed,10,Tom,100,
7/10/2026,6:45 PM,2,Smith Party,Completed,13,Jules,112,Anniversary
7/10/2026,5:15 PM,4,Garcia Party,Completed,8,Dana,96,
7/10/2026,6:45 PM,4,Smith Party,Completed,6,Tom,87,Window request
7/10/2026,7:15 PM,5,Nguyen Party,Completed,8,Tom,84,VIP
7/10/2026,7:00 PM,2,Lee Party,Completed,4,Marco,79,Window request
7/10/2026,7:30 PM,4,Smith Party,Completed,5,Priya,84,
7/10/2026,8:45 PM,6,Okafor Party,Completed,4,Jules,90,
7/10/2026,8:45 PM,3,Brandt Party,Completed,5,Jules,93,Window request
7/10/2026,6:30 PM,3,Brandt Party,No Show,4,Priya,,Window request
7/10/2026,5:45 PM,4,Brandt Party,Completed,12,Tom,78,Regular
7/10/2026,6:00 PM,2,Nguyen Party,Cancelled,6,Marco,,
7/10/2026,9:45 PM,2,Ortiz Party,Completed,13,Tom,114,Anniversary
7/10/2026,6:45 PM,2,Brandt Party,Completed,6,Dana,76,Window request
7/10/2026,7:15 PM,4,Brandt Party,Completed,6,Priya,105,VIP
7/10/2026,7:45 PM,4,Hayes Party,Completed,7,Priya,97,
7/11/2026,6:00 PM,2,Kim Party,Completed,13,Dana,94,Window request
7/11/2026,8:45 PM,6,Lee Party,Completed,11,Tom,71,Birthday
7/11/2026,5:45 PM,2,Hayes Party,Completed,5,Marco,98,
7/11/2026,5:30 PM,6,Hayes Party,Completed,11,Marco,106,
7/11/2026,5:15 PM,4,Fischer Party,Completed,6,Tom,79,
7/11/2026,6:45 PM,5,Brandt Party,Completed,9,Jules,109,Birthday
7/11/2026,6:00 PM,2,Fischer Party,Completed,9,Tom,112,Birthday
7/11/2026,7:45 PM,2,Ortiz Party,Completed,9,Priya,94,
7/11/2026,8:45 PM,4,Marsh Party,Cancelled,2,Tom,,VIP
7/11/2026,9:45 PM,4,Lee Party,Completed,8,Jules,67,
7/11/2026,5:00 PM,2,Nguyen Party,Completed,1,Marco,104,Birthday
7/11/2026,6:15 PM,4,Smith Party,Completed,3,Priya,90,
7/11/2026,8:00 PM,5,Ortiz Party,Completed,3,Marco,93,VIP
7/11/2026,8:45 PM,2,Fischer Party,Completed,12,Marco,92,
7/11/2026,8:30 PM,3,Kim Party,Completed,2,Priya,114,
7/11/2026,8:00 PM,2,Kim Party,Completed,7,Dana,94,
7/11/2026,9:00 PM,2,Fischer Party,No Show,5,Tom,,
7/11/2026,8:45 PM,5,Duval Party,Completed,13,Jules,110,VIP
7/12/2026,9:45 PM,3,Okafor Party,Cancelled,11,Dana,,
7/12/2026,5:30 PM,2,Lee Party,Completed,7,Tom,82,Anniversary
7/12/2026,8:00 PM,4,Okafor Party,Completed,6,Priya,99,
7/12/2026,5:15 PM,6,Brandt Party,Completed,7,Tom,70,Regular
7/12/2026,6:15 PM,3,Kim Party,Completed,1,Dana,92,Anniversary
7/12/2026,6:15 PM,2,Fischer Party,Completed,3,Marco,110,Regular
7/12/2026,9:15 PM,8,Okafor Party,Completed,3,Dana,82,VIP
7/12/2026,5:45 PM,2,Duval Party,No Show,6,Tom,,
7/12/2026,7:45 PM,6,Garcia Party,Completed,8,Dana,74,
7/12/2026,7:45 PM,4,Ortiz Party,Completed,9,Priya,70,Anniversary
7/14/2026,7:15 PM,6,Nguyen Party,Completed,2,Jules,112,
7/14/2026,5:45 PM,2,Lee Party,Completed,2,Priya,104,Window request
7/14/2026,6:00 PM,4,Smith Party,Completed,6,Dana,87,VIP
7/14/2026,8:00 PM,2,Kim Party,Completed,6,Jules,99,
7/14/2026,6:15 PM,2,Kim Party,Cancelled,10,Jules,,
7/14/2026,6:45 PM,4,Marsh Party,Completed,11,Dana,116,Window request
7/14/2026,6:15 PM,2,Brandt Party,Completed,9,Marco,88,
7/15/2026,5:00 PM,4,Smith Party,Cancelled,13,Marco,,Regular
7/15/2026,7:45 PM,2,Lee Party,Completed,12,Dana,107,
7/15/2026,5:15 PM,4,Ortiz Party,Completed,5,Priya,68,Birthday
7/15/2026,8:30 PM,4,Hayes Party,Completed,13,Dana,69,Window request
7/15/2026,5:30 PM,4,Fischer Party,Completed,10,Marco,107,
7/15/2026,8:30 PM,2,Nguyen Party,Completed,8,Tom,93,Window request
7/15/2026,6:45 PM,2,Lee Party,Completed,8,Priya,88,
7/15/2026,7:00 PM,4,Okafor Party,Completed,1,Tom,85,
7/16/2026,8:00 PM,4,Smith Party,Completed,13,Dana,102,
7/16/2026,9:15 PM,4,Nguyen Party,Completed,9,Tom,115,
7/16/2026,6:45 PM,2,Smith Party,Completed,8,Dana,104,
7/16/2026,6:15 PM,5,Marsh Party,Completed,4,Priya,98,
7/16/2026,7:15 PM,2,Hayes Party,Completed,9,Marco,118,
7/16/2026,8:00 PM,3,Fischer Party,Completed,11,Tom,92,VIP
7/16/2026,6:45 PM,4,Lee Party,Completed,9,Priya,85,
7/16/2026,6:15 PM,5,Ortiz Party,Completed,5,Priya,115,
7/16/2026,7:45 PM,8,Fischer Party,Completed,6,Priya,87,
7/16/2026,8:30 PM,2,Hayes Party,Completed,1,Jules,82,
7/17/2026,6:30 PM,2,Ortiz Party,Completed,9,Tom,87,
7/17/2026,6:15 PM,4,Ortiz Party,Cancelled,2,Priya,,Regular
7/17/2026,7:15 PM,2,Marsh Party,Completed,8,Jules,74,
7/17/2026,6:30 PM,4,Brandt Party,Completed,3,Dana,96,
7/17/2026,8:00 PM,2,Garcia Party,Completed,2,Marco,94,
7/17/2026,8:15 PM,4,Fischer Party,Completed,11,Jules,93,Window request
7/17/2026,7:30 PM,4,Marsh Party,Completed,3,Jules,117,Anniversary
7/17/2026,7:15 PM,5,Okafor Party,Completed,8,Dana,92,Regular
7/17/2026,8:15 PM,2,Kim Party,Completed,12,Tom,56,Birthday
7/17/2026,9:00 PM,4,Kim Party,Completed,7,Jules,83,Birthday
7/17/2026,6:15 PM,4,Lee Party,Completed,11,Jules,115,Window request
7/17/2026,7:15 PM,2,Ortiz Party,Completed,2,Priya,95,
7/17/2026,7:15 PM,4,Garcia Party,Completed,1,Marco,101,
7/17/2026,8:15 PM,2,Ortiz Party,No Show,11,Dana,,Anniversary
7/17/2026,7:45 PM,2,Lee Party,Completed,7,Jules,102,Birthday
7/17/2026,7:30 PM,2,Duval Party,Completed,12,Dana,86,VIP
7/17/2026,9:15 PM,2,Marsh Party,Completed,10,Tom,61,
7/17/2026,8:00 PM,4,Okafor Party,Completed,8,Dana,110,
7/18/2026,5:00 PM,3,Lee Party,Completed,5,Dana,86,VIP
7/18/2026,6:45 PM,5,Kim Party,Cancelled,10,Jules,,Regular
7/18/2026,8:15 PM,5,Garcia Party,Completed,1,Dana,82,Window request
7/18/2026,9:00 PM,5,Hayes Party,Completed,8,Priya,95,
7/18/2026,7:00 PM,2,Hayes Party,Completed,7,Marco,102,
7/18/2026,7:00 PM,3,Duval Party,Cancelled,6,Marco,,Regular
7/18/2026,7:30 PM,3,Lee Party,Completed,9,Tom,79,Window request
7/18/2026,6:15 PM,5,Fischer Party,Completed,7,Jules,100,
7/18/2026,7:00 PM,3,Lee Party,Completed,6,Marco,72,
7/18/2026,7:30 PM,2,Brandt Party,Completed,6,Priya,103,
7/18/2026,7:15 PM,2,Kim Party,Completed,8,Tom,101,
7/18/2026,6:45 PM,4,Brandt Party,Completed,7,Dana,82,VIP
7/18/2026,8:30 PM,2,Lee Party,No Show,12,Tom,,
7/18/2026,6:15 PM,4,Nguyen Party,Completed,1,Jules,89,Regular
7/18/2026,6:00 PM,4,Smith Party,Completed,11,Tom,92,Regular
7/18/2026,6:15 PM,2,Lee Party,Completed,7,Marco,89,
7/18/2026,7:15 PM,5,Fischer Party,Completed,10,Dana,99,
7/18/2026,7:30 PM,3,Kim Party,Completed,6,Jules,119,Window request
7/18/2026,8:00 PM,4,Nguyen Party,Completed,4,Priya,80,
7/18/2026,5:00 PM,4,Garcia Party,Completed,12,Marco,96,VIP
